AREA_CODE,AREA_NAME,COMPONENT,SEX,AGE_GROUP,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047
E09000011,Greenwich,Internal migration in,males,57,61.248,61.644,61.325,61,60.237,60.2,58.654,57.897,56.849,57.121,56.522,55.368,56.513,59.227,60.795,60.365,59.799,59.276,59.528,60.984,61.193,61.698,63.593,64.294,65.206
E09000011,Greenwich,Internal migration in,males,58,58.687,58.577,58.86,58.336,58.007,57.258,57.292,55.848,55.122,54.085,54.328,53.783,52.658,53.75,56.303,57.787,57.364,56.878,56.354,56.566,57.954,58.182,58.643,60.446,61.096
E09000011,Greenwich,Internal migration in,males,59,55.576,56.386,56.242,56.406,55.827,55.558,54.81,54.89,53.534,52.831,51.848,52.053,51.521,50.463,51.531,53.991,55.412,55.022,54.569,54.064,54.275,55.624,55.853,56.296,58.027
E09000011,Greenwich,Internal migration in,males,60,42.044,42.756,43.436,43.358,43.473,42.803,42.679,42.118,42.225,41.258,40.67,39.88,40.061,39.691,38.753,39.591,41.474,42.517,42.167,41.888,41.456,41.61,42.617,42.808,43.107
E09000011,Greenwich,Internal migration in,males,61,39.131,40.599,41.109,41.756,41.663,41.806,41.052,40.964,40.414,40.54,39.595,39.046,38.253,38.416,38.09,37.162,37.982,39.787,40.775,40.451,40.202,39.784,39.91,40.879,41.078
E09000011,Greenwich,Internal migration in,males,62,34.889,35.856,37.084,37.665,38.139,38.065,38.192,37.651,37.557,37.074,37.169,36.32,35.828,35.141,35.321,34.983,34.197,34.932,36.615,37.554,37.252,36.999,36.644,36.786,37.695
E09000011,Greenwich,Internal migration in,males,63,30.561,31.124,31.923,32.901,33.471,33.852,33.793,33.874,33.467,33.378,32.93,33.036,32.272,31.794,31.181,31.352,31.032,30.367,31.023,32.532,33.397,33.129,32.883,32.601,32.731
E09000011,Greenwich,Internal migration in,males,64,30.182,31.561,32.142,32.882,33.925,34.457,34.871,34.855,34.939,34.459,34.375,33.92,34.046,33.263,32.765,32.145,32.334,31.995,31.328,32.021,33.593,34.464,34.195,33.957,33.667
E09000011,Greenwich,Internal migration in,males,65,22.548,23.289,24.303,24.644,25.234,26.053,26.463,26.796,26.713,26.909,26.39,26.383,26.047,26.063,25.466,25.16,24.592,24.715,24.454,23.901,24.453,25.658,26.335,26.147,25.995
E09000011,Greenwich,Internal migration in,males,66,20.201,21.323,21.974,22.854,23.194,23.737,24.55,24.875,25.25,25.168,25.324,24.812,24.815,24.481,24.551,24.005,23.66,23.145,23.253,23.007,22.503,23.037,24.166,24.796,24.62
E09000011,Greenwich,Internal migration in,males,67,17.653,17.965,18.938,19.514,20.274,20.588,21.123,21.83,22.152,22.499,22.411,22.576,22.128,22.147,21.861,21.922,21.445,21.141,20.685,20.767,20.564,20.115,20.565,21.574,22.154
E09000011,Greenwich,Internal migration in,males,68,15.656,16.704,16.965,17.868,18.401,19.129,19.431,19.893,20.569,20.871,21.177,21.098,21.257,20.82,20.843,20.554,20.627,20.17,19.884,19.465,19.562,19.359,18.944,19.397,20.362
E09000011,Greenwich,Internal migration in,males,69,13.552,13.739,14.603,14.863,15.648,16.104,16.758,17.049,17.475,18.04,18.331,18.6,18.566,18.71,18.349,18.378,18.138,18.198,17.811,17.571,17.202,17.282,17.109,16.738,17.141
E09000011,Greenwich,Internal migration in,males,70,12.255,12.816,12.973,13.803,14.087,14.756,15.227,15.801,16.098,16.556,17.045,17.366,17.577,17.548,17.698,17.469,17.424,17.252,17.326,16.945,16.798,16.501,16.564,16.413,16.122
E09000011,Greenwich,Internal migration in,males,71,10.758,10.946,11.423,11.568,12.248,12.542,13.121,13.549,14.079,14.365,14.773,15.185,15.506,15.684,15.661,15.788,15.629,15.597,15.445,15.506,15.175,15.04,14.775,14.831,14.696
E09000011,Greenwich,Internal migration in,males,72,9.891,9.73,9.886,10.291,10.407,11.033,11.282,11.827,12.199,12.679,12.944,13.301,13.682,13.967,14.136,14.119,14.229,14.054,14.033,13.878,13.951,13.658,13.521,13.28,13.332
E09000011,Greenwich,Internal migration in,males,73,9.262,9.339,9.203,9.326,9.698,9.808,10.377,10.603,11.115,11.466,11.949,12.188,12.52,12.865,13.142,13.295,13.281,13.375,13.224,13.207,13.067,13.126,12.83,12.705,12.467
E09000011,Greenwich,Internal migration in,males,74,9.067,8.975,9.078,8.936,9.076,9.43,9.558,10.138,10.388,10.896,11.227,11.676,11.928,12.252,12.606,12.891,13.029,13.027,13.14,13.008,12.993,12.864,12.939,12.673,12.559
E09000011,Greenwich,Internal migration in,males,75,8.536,7.751,7.649,7.728,7.55,7.648,7.918,8.004,8.499,8.67,9.102,9.408,9.779,10.002,10.241,10.569,10.768,10.876,10.854,10.936,10.756,10.759,10.625,10.692,10.409
E09000011,Greenwich,Internal migration in,males,76,9.738,8.791,7.956,7.84,7.938,7.77,7.846,8.137,8.223,8.744,8.907,9.356,9.679,10.099,10.301,10.541,10.883,11.092,11.194,11.177,11.265,11.075,11.088,10.948,11.005
E09000011,Greenwich,Internal migration in,males,77,6.744,8.755,7.904,7.152,7.048,7.126,6.963,7.049,7.309,7.386,7.86,8.004,8.421,8.709,9.068,9.267,9.483,9.796,9.98,10.088,10.067,10.158,9.977,9.994,9.862
E09000011,Greenwich,Internal migration in,males,78,5.665,5.949,7.738,6.962,6.35,6.218,6.287,6.147,6.241,6.455,6.54,6.931,7.084,7.443,7.693,8.016,8.206,8.406,8.674,8.858,8.955,8.948,9.017,8.883,8.896
E09000011,Greenwich,Internal migration in,males,79,5.824,5.638,5.922,7.714,6.924,6.303,6.183,6.241,6.111,6.2,6.405,6.481,6.893,7.037,7.402,7.646,7.97,8.167,8.354,8.631,8.806,8.902,8.898,8.986,8.836
E09000011,Greenwich,Internal migration in,males,80,6.299,6.597,6.324,6.66,8.651,7.803,7.112,7.001,7.043,6.848,6.962,7.273,7.325,7.816,7.956,8.408,8.661,9.056,9.25,9.512,9.844,10.001,10.15,10.203,10.226
E09000011,Greenwich,Internal migration in,males,81,5.579,6.135,6.428,6.174,6.513,8.475,7.626,6.96,6.856,6.899,6.723,6.839,7.127,7.19,7.671,7.809,8.256,8.502,8.899,9.095,9.348,9.674,9.847,9.993,10.043
E09000011,Greenwich,Internal migration in,males,82,4.76,5.258,5.777,6.049,5.829,6.153,8.053,7.198,6.584,6.467,6.507,6.337,6.455,6.737,6.807,7.251,7.412,7.828,8.068,8.455,8.658,8.898,9.207,9.378,9.518
E09000011,Greenwich,Internal migration in,males,83,5.035,4.461,4.951,5.458,5.72,5.526,5.844,7.663,6.844,6.249,6.147,6.185,6.038,6.145,6.403,6.474,6.904,7.044,7.452,7.684,8.06,8.25,8.484,8.779,8.968
E09000011,Greenwich,Internal migration in,males,84,4.721,4.675,4.192,4.63,5.097,5.337,5.17,5.463,7.139,6.411,5.857,5.793,5.813,5.666,5.804,6.069,6.134,6.56,6.719,7.116,7.339,7.692,7.899,8.144,8.431
E09000011,Greenwich,Internal migration in,males,85,3.36,3.364,3.175,2.835,3.197,3.551,3.708,3.592,3.808,5.033,4.452,4.054,4.03,4.067,3.988,4.042,4.224,4.273,4.564,4.658,4.92,5.102,5.358,5.464,5.612
E09000011,Greenwich,Internal migration in,males,86,2.817,2.962,2.976,2.84,2.558,2.884,3.209,3.367,3.28,3.45,4.572,4.032,3.703,3.664,3.674,3.593,3.66,3.824,3.862,4.124,4.215,4.463,4.614,4.845,4.962
E09000011,Greenwich,Internal migration in,males,87,2.563,2.608,2.765,2.754,2.641,2.39,2.683,2.989,3.121,3.063,3.219,4.269,3.774,3.451,3.465,3.471,3.4,3.479,3.659,3.698,3.963,4.073,4.314,4.475,4.695
E09000011,Greenwich,Internal migration in,males,88,2.284,2.406,2.449,2.576,2.584,2.47,2.227,2.524,2.824,2.972,2.906,3.071,4.069,3.589,3.295,3.28,3.302,3.245,3.31,3.46,3.507,3.749,3.852,4.08,4.231
E09000011,Greenwich,Internal migration in,males,89,2.137,2.154,2.242,2.282,2.426,2.41,2.315,2.107,2.38,2.66,2.797,2.74,2.888,3.824,3.389,3.11,3.111,3.132,3.058,3.141,3.307,3.348,3.605,3.707,3.941
E09000011,Greenwich,Internal migration in,males,90 and over,9.5,9.661,9.867,10.18,10.546,10.963,11.318,11.488,11.369,11.609,12.135,12.752,13.206,13.786,15.41,16.192,16.516,16.728,16.902,16.966,17.077,17.329,17.606,18.104,18.655
E09000011,Greenwich,Internal migration in,males,All ages,11156.281,11512.654,11793.955,11900.728,11959.948,12006.906,12071.989,12158.399,12245.441,12320.859,12390.418,12457.391,12519.921,12568.685,12614.476,12655.76,12687.666,12709.067,12728.975,12733.429,12735.25,12735.425,12729.236,12720.12,12710.421
